Activity_ID,Name,District,Category,Description,Latitude,Longitude,Opening_Hours,Price_Level,Suitable_For,Duration_Hours
ACT_00448,Badulla Hindu Temple Visit 0448,Badulla,Religious,Religious activity in Badulla suitable for kids travelers.,7.037046,81.085687,06:00-18:00,Medium,Kids,1
ACT_00449,Vavuniya Cooking Class 0449,Vavuniya,Food,Food activity in Vavuniya suitable for solo travelers.,8.695001,80.517835,05:30-20:00,High,Solo,6
ACT_00450,Ampara Botanical Garden Walk 0450,Ampara,Nature,Nature activity in Ampara suitable for kids travelers.,7.329103,81.664781,05:30-20:00,High,Kids,1
ACT_00451,Colombo Sunset Walk 0451,Colombo,Beach,Beach activity in Colombo suitable for kids travelers.,6.916509,79.842518,05:30-20:00,Low,Kids,3
ACT_00452,Kurunegala Cooking Class 0452,Kurunegala,Food,Food activity in Kurunegala suitable for family travelers.,7.432319,80.287724,08:00-17:00,Low,Family,4
ACT_00453,Hambantota Sacred Site Visit 0453,Hambantota,Religious,Religious activity in Hambantota suitable for solo travelers.,6.140816,81.046151,24 Hours,Low,Solo,3
ACT_00454,Colombo Spa Treatment 0454,Colombo,Wellness,Wellness activity in Colombo suitable for solo travelers.,6.908632,79.912773,09:00-18:00,Low,Solo,2
ACT_00455,Trincomalee Whale Watching 0455,Trincomalee,Wildlife,Wildlife activity in Trincomalee suitable for senior travelers.,8.577383,81.23807,24 Hours,Medium,Senior,2
ACT_00456,Kurunegala Waterfall Visit 0456,Kurunegala,Nature,Nature activity in Kurunegala suitable for couple travelers.,7.525235,80.387404,06:00-18:00,High,Couple,2
ACT_00457,Hambantota Buddhist Temple Tour 0457,Hambantota,Religious,Religious activity in Hambantota suitable for senior travelers.,6.096737,81.117458,24 Hours,Low,Senior,1
ACT_00458,Matale Elephant Watching 0458,Matale,Wildlife,Wildlife activity in Matale suitable for senior travelers.,7.534082,80.566124,05:30-20:00,High,Senior,6
ACT_00459,Nuwara Eliya Snorkeling 0459,Nuwara Eliya,Beach,Beach activity in Nuwara Eliya suitable for senior travelers.,6.880323,80.821725,09:00-18:00,High,Senior,6
ACT_00460,Hambantota Traditional Village Visit 0460,Hambantota,Culture,Culture activity in Hambantota suitable for group travelers.,6.158304,81.142786,06:00-18:00,Low,Group,4
ACT_00461,Hambantota Bird Watching 0461,Hambantota,Nature,Nature activity in Hambantota suitable for solo travelers.,6.066348,81.086056,09:00-18:00,Low,Solo,4
ACT_00462,Polonnaruwa Elephant Watching 0462,Polonnaruwa,Wildlife,Wildlife activity in Polonnaruwa suitable for group travelers.,7.907958,80.951297,05:30-20:00,High,Group,5
ACT_00463,Matara Snorkeling 0463,Matara,Beach,Beach activity in Matara suitable for couple travelers.,5.875408,80.491316,05:30-20:00,Low,Couple,4
ACT_00464,Mannar Wellness Retreat 0464,Mannar,Wellness,Wellness activity in Mannar suitable for kids travelers.,9.015853,79.856085,10:00-22:00,Low,Kids,6
ACT_00465,Nuwara Eliya Street Food Tour 0465,Nuwara Eliya,Food,Food activity in Nuwara Eliya suitable for adventure travelers.,7.026769,80.859655,06:00-18:00,Medium,Adventure,2
ACT_00466,Polonnaruwa Temple Visit 0466,Polonnaruwa,Culture,Culture activity in Polonnaruwa suitable for group travelers.,7.871614,81.024207,08:00-17:00,Medium,Group,1
ACT_00467,Ampara Traditional Village Visit 0467,Ampara,Culture,Culture activity in Ampara suitable for kids travelers.,7.317363,81.618093,08:00-17:00,Low,Kids,3
ACT_00468,Kurunegala Museum Tour 0468,Kurunegala,Culture,Culture activity in Kurunegala suitable for couple travelers.,7.520275,80.409335,05:30-20:00,Low,Couple,6
ACT_00469,Trincomalee Sacred Site Visit 0469,Trincomalee,Religious,Religious activity in Trincomalee suitable for solo travelers.,8.665603,81.150976,09:00-18:00,High,Solo,5
ACT_00470,Mullaitivu Buddhist Temple Tour 0470,Mullaitivu,Religious,Religious activity in Mullaitivu suitable for solo travelers.,9.246468,80.749836,05:30-20:00,Medium,Solo,3
ACT_00471,Matale Buddhist Temple Tour 0471,Matale,Religious,Religious activity in Matale suitable for kids travelers.,7.489804,80.574518,05:30-20:00,High,Kids,2
ACT_00472,Polonnaruwa Traditional Village Visit 0472,Polonnaruwa,Culture,Culture activity in Polonnaruwa suitable for solo travelers.,7.993456,81.083641,05:30-20:00,Low,Solo,5
ACT_00473,Vavuniya Zipline 0473,Vavuniya,Adventure,Adventure activity in Vavuniya suitable for solo travelers.,8.753696,80.543453,06:00-18:00,Low,Solo,6
ACT_00474,Batticaloa Sunset Walk 0474,Batticaloa,Beach,Beach activity in Batticaloa suitable for family travelers.,7.751096,81.617236,09:00-18:00,Low,Family,5
ACT_00475,Kandy Pilgrimage Walk 0475,Kandy,Religious,Religious activity in Kandy suitable for family travelers.,7.237015,80.584974,05:30-20:00,High,Family,5
ACT_00476,Ella Ancient City Tour 0476,Ella,Culture,Culture activity in Ella suitable for group travelers.,6.87306,81.029312,10:00-22:00,High,Group,1
ACT_00477,Colombo Temple Visit 0477,Colombo,Culture,Culture activity in Colombo suitable for couple travelers.,6.890232,79.911177,06:00-18:00,Low,Couple,4
ACT_00478,Kurunegala Snorkeling 0478,Kurunegala,Beach,Beach activity in Kurunegala suitable for senior travelers.,7.491481,80.408706,08:00-17:00,Low,Senior,4
ACT_00479,Batticaloa Ancient City Tour 0479,Batticaloa,Culture,Culture activity in Batticaloa suitable for solo travelers.,7.787448,81.655048,10:00-22:00,Medium,Solo,2
ACT_00480,Kurunegala Seafood Experience 0480,Kurunegala,Food,Food activity in Kurunegala suitable for kids travelers.,7.449808,80.29306,24 Hours,Medium,Kids,1
ACT_00481,Vavuniya Elephant Watching 0481,Vavuniya,Wildlife,Wildlife activity in Vavuniya suitable for senior travelers.,8.829945,80.464394,10:00-22:00,High,Senior,6
ACT_00482,Kalutara Bird Sanctuary Visit 0482,Kalutara,Wildlife,Wildlife activity in Kalutara suitable for kids travelers.,6.520095,79.904957,05:30-20:00,Medium,Kids,5
ACT_00483,Puttalam Zipline 0483,Puttalam,Adventure,Adventure activity in Puttalam suitable for couple travelers.,7.967102,79.83619,09:00-18:00,Medium,Couple,5
ACT_00484,Colombo Spa Treatment 0484,Colombo,Wellness,Wellness activity in Colombo suitable for solo travelers.,6.960044,79.823516,09:00-18:00,High,Solo,1
ACT_00485,Mannar Sunset Walk 0485,Mannar,Beach,Beach activity in Mannar suitable for group travelers.,8.923118,79.916689,08:00-17:00,Low,Group,6
ACT_00486,Colombo Sunset Walk 0486,Colombo,Beach,Beach activity in Colombo suitable for senior travelers.,6.927621,79.795329,06:00-18:00,High,Senior,6
ACT_00487,Ella Yoga Morning 0487,Ella,Wellness,Wellness activity in Ella suitable for family travelers.,6.860603,81.083438,10:00-22:00,Medium,Family,2
ACT_00488,Jaffna Bird Sanctuary Visit 0488,Jaffna,Wildlife,Wildlife activity in Jaffna suitable for couple travelers.,9.6166,80.100393,10:00-22:00,Low,Couple,1
ACT_00489,Ella Seafood Experience 0489,Ella,Food,Food activity in Ella suitable for solo travelers.,6.921387,81.06251,24 Hours,High,Solo,5
ACT_00490,Batticaloa Heritage Walk 0490,Batticaloa,Culture,Culture activity in Batticaloa suitable for couple travelers.,7.678518,81.716964,10:00-22:00,High,Couple,6
ACT_00491,Galle Forest Trail 0491,Galle,Nature,Nature activity in Galle suitable for solo travelers.,6.028168,80.275293,08:00-17:00,High,Solo,6
ACT_00492,Ratnapura Church Heritage Visit 0492,Ratnapura,Religious,Religious activity in Ratnapura suitable for group travelers.,6.767606,80.320949,06:00-18:00,Low,Group,2
ACT_00493,Colombo Ancient City Tour 0493,Colombo,Culture,Culture activity in Colombo suitable for solo travelers.,7.00092,79.827744,10:00-22:00,Medium,Solo,4
ACT_00494,Anuradhapura Church Heritage Visit 0494,Anuradhapura,Religious,Religious activity in Anuradhapura suitable for family travelers.,8.331074,80.415621,05:30-20:00,High,Family,4
ACT_00495,Mannar Cycling Tour 0495,Mannar,Adventure,Adventure activity in Mannar suitable for kids travelers.,8.917544,79.891203,10:00-22:00,Medium,Kids,3
ACT_00496,Trincomalee Heritage Walk 0496,Trincomalee,Culture,Culture activity in Trincomalee suitable for group travelers.,8.640235,81.277038,09:00-18:00,Low,Group,1
ACT_00497,Galle Temple Visit 0497,Galle,Culture,Culture activity in Galle suitable for family travelers.,6.024692,80.220206,24 Hours,Medium,Family,2
ACT_00498,Nuwara Eliya Safari Ride 0498,Nuwara Eliya,Adventure,Adventure activity in Nuwara Eliya suitable for adventure travelers.,6.94901,80.724834,05:30-20:00,High,Adventure,2
ACT_00499,Trincomalee Buddhist Temple Tour 0499,Trincomalee,Religious,Religious activity in Trincomalee suitable for senior travelers.,8.580582,81.238346,24 Hours,Medium,Senior,2
ACT_00500,Colombo Museum Tour 0500,Colombo,Culture,Culture activity in Colombo suitable for adventure travelers.,6.980899,79.812919,06:00-18:00,Low,Adventure,1
ACT_00501,Galle Tea Tasting 0501,Galle,Food,Food activity in Galle suitable for adventure travelers.,6.08792,80.249955,05:30-20:00,Medium,Adventure,2
ACT_00502,Kalutara Pilgrimage Walk 0502,Kalutara,Religious,Religious activity in Kalutara suitable for senior travelers.,6.56232,79.88448,05:30-20:00,High,Senior,3
ACT_00503,Monaragala Hiking 0503,Monaragala,Adventure,Adventure activity in Monaragala suitable for solo travelers.,6.902493,81.38051,10:00-22:00,High,Solo,2
ACT_00504,Badulla Cycling Tour 0504,Badulla,Adventure,Adventure activity in Badulla suitable for kids travelers.,7.04159,81.078859,24 Hours,High,Kids,2
ACT_00505,Batticaloa Bird Sanctuary Visit 0505,Batticaloa,Wildlife,Wildlife activity in Batticaloa suitable for couple travelers.,7.787589,81.637931,08:00-17:00,Low,Couple,2
ACT_00506,Nuwara Eliya Cycling Tour 0506,Nuwara Eliya,Adventure,Adventure activity in Nuwara Eliya suitable for kids travelers.,6.906908,80.709775,08:00-17:00,Low,Kids,2
ACT_00507,Ella Lagoon Boat Ride 0507,Ella,Beach,Beach activity in Ella suitable for family travelers.,6.842566,80.98615,05:30-20:00,Low,Family,5
ACT_00508,Polonnaruwa Rock Climbing 0508,Polonnaruwa,Adventure,Adventure activity in Polonnaruwa suitable for kids travelers.,7.924825,81.040237,06:00-18:00,High,Kids,1
ACT_00509,Kilinochchi Lagoon Boat Ride 0509,Kilinochchi,Beach,Beach activity in Kilinochchi suitable for kids travelers.,9.410594,80.393874,06:00-18:00,Medium,Kids,6
ACT_00510,Galle Street Food Tour 0510,Galle,Food,Food activity in Galle suitable for family travelers.,6.071355,80.165019,06:00-18:00,Medium,Family,5
ACT_00511,Jaffna Ancient City Tour 0511,Jaffna,Culture,Culture activity in Jaffna suitable for senior travelers.,9.651331,79.976009,08:00-17:00,Low,Senior,1
ACT_00512,Anuradhapura Waterfall Visit 0512,Anuradhapura,Nature,Nature activity in Anuradhapura suitable for group travelers.,8.265085,80.391484,06:00-18:00,High,Group,2
ACT_00513,Anuradhapura National Park Safari 0513,Anuradhapura,Wildlife,Wildlife activity in Anuradhapura suitable for kids travelers.,8.360749,80.453585,05:30-20:00,High,Kids,6
ACT_00514,Galle Spice Garden Visit 0514,Galle,Food,Food activity in Galle suitable for adventure travelers.,6.002284,80.264548,09:00-18:00,Low,Adventure,5
ACT_00515,Mannar Whale Watching 0515,Mannar,Wildlife,Wildlife activity in Mannar suitable for kids travelers.,8.988545,79.932573,06:00-18:00,High,Kids,4
ACT_00516,Badulla Lagoon Boat Ride 0516,Badulla,Beach,Beach activity in Badulla suitable for kids travelers.,7.051023,81.075301,09:00-18:00,Low,Kids,3
ACT_00517,Jaffna Yoga Morning 0517,Jaffna,Wellness,Wellness activity in Jaffna suitable for adventure travelers.,9.69357,80.103189,09:00-18:00,Medium,Adventure,2
ACT_00518,Colombo Museum Tour 0518,Colombo,Culture,Culture activity in Colombo suitable for adventure travelers.,6.98789,79.911339,24 Hours,High,Adventure,6
ACT_00519,Batticaloa Tea Estate Tour 0519,Batticaloa,Nature,Nature activity in Batticaloa suitable for group travelers.,7.712076,81.723706,10:00-22:00,High,Group,3
ACT_00520,Monaragala Cooking Class 0520,Monaragala,Food,Food activity in Monaragala suitable for kids travelers.,6.892893,81.296128,24 Hours,Low,Kids,2
ACT_00521,Anuradhapura Turtle Hatchery Visit 0521,Anuradhapura,Wildlife,Wildlife activity in Anuradhapura suitable for solo travelers.,8.360228,80.439682,10:00-22:00,Medium,Solo,1
ACT_00522,Ampara Sacred Site Visit 0522,Ampara,Religious,Religious activity in Ampara suitable for family travelers.,7.23792,81.607416,09:00-18:00,Medium,Family,3
ACT_00523,Galle Hindu Temple Visit 0523,Galle,Religious,Religious activity in Galle suitable for family travelers.,6.055353,80.246817,09:00-18:00,High,Family,4
ACT_00524,Polonnaruwa Safari Ride 0524,Polonnaruwa,Adventure,Adventure activity in Polonnaruwa suitable for kids travelers.,7.919584,81.052833,08:00-17:00,Medium,Kids,5
ACT_00525,Kurunegala Temple Visit 0525,Kurunegala,Culture,Culture activity in Kurunegala suitable for group travelers.,7.451016,80.39772,08:00-17:00,Medium,Group,2
ACT_00526,Trincomalee Tea Estate Tour 0526,Trincomalee,Nature,Nature activity in Trincomalee suitable for kids travelers.,8.551539,81.247448,10:00-22:00,High,Kids,4
ACT_00527,Badulla Bird Sanctuary Visit 0527,Badulla,Wildlife,Wildlife activity in Badulla suitable for adventure travelers.,6.962068,80.977818,06:00-18:00,High,Adventure,4
ACT_00528,Trincomalee Bird Watching 0528,Trincomalee,Nature,Nature activity in Trincomalee suitable for solo travelers.,8.657426,81.191052,24 Hours,Low,Solo,3
ACT_00529,Kalutara Whale Watching 0529,Kalutara,Wildlife,Wildlife activity in Kalutara suitable for senior travelers.,6.575768,79.99938,24 Hours,Medium,Senior,4
ACT_00530,Ratnapura Safari Ride 0530,Ratnapura,Adventure,Adventure activity in Ratnapura suitable for senior travelers.,6.782085,80.462064,06:00-18:00,Low,Senior,3
ACT_00531,Ampara Pilgrimage Walk 0531,Ampara,Religious,Religious activity in Ampara suitable for family travelers.,7.24889,81.736118,06:00-18:00,Medium,Family,5
ACT_00532,Nuwara Eliya Botanical Garden Walk 0532,Nuwara Eliya,Nature,Nature activity in Nuwara Eliya suitable for adventure travelers.,6.992474,80.741752,10:00-22:00,Low,Adventure,4
ACT_00533,Matale Spa Treatment 0533,Matale,Wellness,Wellness activity in Matale suitable for group travelers.,7.461576,80.652518,08:00-17:00,High,Group,6
ACT_00534,Nuwara Eliya Street Food Tour 0534,Nuwara Eliya,Food,Food activity in Nuwara Eliya suitable for couple travelers.,6.889726,80.837015,10:00-22:00,High,Couple,1
ACT_00535,Ratnapura Snorkeling 0535,Ratnapura,Beach,Beach activity in Ratnapura suitable for senior travelers.,6.720403,80.339957,10:00-22:00,High,Senior,5
ACT_00536,Ratnapura Church Heritage Visit 0536,Ratnapura,Religious,Religious activity in Ratnapura suitable for family travelers.,6.764152,80.411383,09:00-18:00,Medium,Family,6
ACT_00537,Hambantota Waterfall Visit 0537,Hambantota,Nature,Nature activity in Hambantota suitable for family travelers.,6.062281,81.170644,09:00-18:00,Medium,Family,3
ACT_00538,Mannar Ayurveda Session 0538,Mannar,Wellness,Wellness activity in Mannar suitable for couple travelers.,8.940486,79.835344,08:00-17:00,Medium,Couple,1
ACT_00539,Nuwara Eliya Street Food Tour 0539,Nuwara Eliya,Food,Food activity in Nuwara Eliya suitable for adventure travelers.,6.996631,80.757256,09:00-18:00,Low,Adventure,2
ACT_00540,Negombo Safari Ride 0540,Negombo,Adventure,Adventure activity in Negombo suitable for kids travelers.,7.171575,79.832242,10:00-22:00,High,Kids,2
ACT_00541,Kandy Surfing Lesson 0541,Kandy,Beach,Beach activity in Kandy suitable for senior travelers.,7.271905,80.689036,06:00-18:00,Low,Senior,1
ACT_00542,Puttalam Waterfall Visit 0542,Puttalam,Nature,Nature activity in Puttalam suitable for family travelers.,8.050187,79.806316,05:30-20:00,High,Family,3
ACT_00543,Mullaitivu Pilgrimage Walk 0543,Mullaitivu,Religious,Religious activity in Mullaitivu suitable for group travelers.,9.329712,80.794566,08:00-17:00,High,Group,2
ACT_00544,Jaffna Rock Climbing 0544,Jaffna,Adventure,Adventure activity in Jaffna suitable for family travelers.,9.61201,80.061006,08:00-17:00,High,Family,2
ACT_00545,Kandy Turtle Hatchery Visit 0545,Kandy,Wildlife,Wildlife activity in Kandy suitable for family travelers.,7.349561,80.573127,05:30-20:00,High,Family,6
ACT_00546,Colombo Sacred Site Visit 0546,Colombo,Religious,Religious activity in Colombo suitable for couple travelers.,6.974502,79.796415,10:00-22:00,Low,Couple,5
ACT_00547,Matale Waterfall Visit 0547,Matale,Nature,Nature activity in Matale suitable for senior travelers.,7.393689,80.579518,05:30-20:00,High,Senior,2
ACT_00548,Mullaitivu Wellness Retreat 0548,Mullaitivu,Wellness,Wellness activity in Mullaitivu suitable for solo travelers.,9.295412,80.737263,08:00-17:00,Low,Solo,5
ACT_00549,Jaffna Sunset Walk 0549,Jaffna,Beach,Beach activity in Jaffna suitable for couple travelers.,9.638186,80.069114,10:00-22:00,Low,Couple,4
ACT_00550,Kilinochchi Zipline 0550,Kilinochchi,Adventure,Adventure activity in Kilinochchi suitable for kids travelers.,9.318187,80.338854,06:00-18:00,High,Kids,1
ACT_00551,Batticaloa Sunset Walk 0551,Batticaloa,Beach,Beach activity in Batticaloa suitable for group travelers.,7.743869,81.739104,24 Hours,Low,Group,2
ACT_00552,Batticaloa Heritage Walk 0552,Batticaloa,Culture,Culture activity in Batticaloa suitable for senior travelers.,7.694631,81.654223,06:00-18:00,High,Senior,6
ACT_00553,Galle Botanical Garden Walk 0553,Galle,Nature,Nature activity in Galle suitable for couple travelers.,6.109056,80.162566,09:00-18:00,Medium,Couple,3
ACT_00554,Kilinochchi Snorkeling 0554,Kilinochchi,Beach,Beach activity in Kilinochchi suitable for solo travelers.,9.421239,80.309286,09:00-18:00,Medium,Solo,2
ACT_00555,Polonnaruwa Sacred Site Visit 0555,Polonnaruwa,Religious,Religious activity in Polonnaruwa suitable for kids travelers.,8.004984,81.009106,08:00-17:00,Medium,Kids,1
ACT_00556,Negombo Lagoon Boat Ride 0556,Negombo,Beach,Beach activity in Negombo suitable for family travelers.,7.233543,79.899595,24 Hours,Low,Family,6
ACT_00557,Ella Church Heritage Visit 0557,Ella,Religious,Religious activity in Ella suitable for family travelers.,6.943588,81.058711,06:00-18:00,High,Family,3
ACT_00558,Mannar Turtle Hatchery Visit 0558,Mannar,Wildlife,Wildlife activity in Mannar suitable for solo travelers.,8.935349,79.904143,05:30-20:00,Low,Solo,2
ACT_00559,Vavuniya Bird Sanctuary Visit 0559,Vavuniya,Wildlife,Wildlife activity in Vavuniya suitable for senior travelers.,8.749397,80.482074,08:00-17:00,High,Senior,6
ACT_00560,Kurunegala Waterfall Visit 0560,Kurunegala,Nature,Nature activity in Kurunegala suitable for family travelers.,7.528104,80.310801,24 Hours,High,Family,5
ACT_00561,Galle Meditation Session 0561,Galle,Wellness,Wellness activity in Galle suitable for senior travelers.,6.086591,80.159313,05:30-20:00,Low,Senior,2
ACT_00562,Colombo Whale Watching 0562,Colombo,Wildlife,Wildlife activity in Colombo suitable for kids travelers.,6.872571,79.819577,05:30-20:00,Medium,Kids,3
ACT_00563,Ratnapura Bird Sanctuary Visit 0563,Ratnapura,Wildlife,Wildlife activity in Ratnapura suitable for family travelers.,6.783773,80.362066,06:00-18:00,Low,Family,2
ACT_00564,Vavuniya Beach Relaxation 0564,Vavuniya,Beach,Beach activity in Vavuniya suitable for kids travelers.,8.692789,80.514265,05:30-20:00,Low,Kids,4
ACT_00565,Matale Turtle Hatchery Visit 0565,Matale,Wildlife,Wildlife activity in Matale suitable for family travelers.,7.514372,80.586534,06:00-18:00,Medium,Family,6
ACT_00566,Trincomalee Ancient City Tour 0566,Trincomalee,Culture,Culture activity in Trincomalee suitable for adventure travelers.,8.589427,81.259569,06:00-18:00,Low,Adventure,2
ACT_00567,Badulla Spa Treatment 0567,Badulla,Wellness,Wellness activity in Badulla suitable for solo travelers.,6.920396,81.044505,24 Hours,Medium,Solo,6
ACT_00568,Batticaloa Rock Climbing 0568,Batticaloa,Adventure,Adventure activity in Batticaloa suitable for couple travelers.,7.74871,81.736795,24 Hours,Medium,Couple,3
ACT_00569,Mannar Seafood Experience 0569,Mannar,Food,Food activity in Mannar suitable for couple travelers.,8.950335,79.955497,06:00-18:00,Low,Couple,2
ACT_00570,Hambantota Pilgrimage Walk 0570,Hambantota,Religious,Religious activity in Hambantota suitable for group travelers.,6.155967,81.113922,24 Hours,Medium,Group,4
ACT_00571,Galle Cycling Tour 0571,Galle,Adventure,Adventure activity in Galle suitable for family travelers.,6.115785,80.288003,24 Hours,High,Family,5
ACT_00572,Batticaloa Seafood Experience 0572,Batticaloa,Food,Food activity in Batticaloa suitable for couple travelers.,7.788259,81.768542,08:00-17:00,Medium,Couple,5
ACT_00573,Kalutara Botanical Garden Walk 0573,Kalutara,Nature,Nature activity in Kalutara suitable for senior travelers.,6.602881,80.014755,06:00-18:00,Medium,Senior,6
ACT_00574,Kalutara Tea Estate Tour 0574,Kalutara,Nature,Nature activity in Kalutara suitable for group travelers.,6.534095,79.927728,09:00-18:00,Medium,Group,3
ACT_00575,Vavuniya Heritage Walk 0575,Vavuniya,Culture,Culture activity in Vavuniya suitable for solo travelers.,8.766753,80.479953,09:00-18:00,High,Solo,5
ACT_00576,Vavuniya Forest Trail 0576,Vavuniya,Nature,Nature activity in Vavuniya suitable for adventure travelers.,8.80389,80.419737,10:00-22:00,High,Adventure,6
ACT_00577,Matara National Park Safari 0577,Matara,Wildlife,Wildlife activity in Matara suitable for group travelers.,5.890372,80.634995,08:00-17:00,High,Group,2
ACT_00578,Galle Surfing Lesson 0578,Galle,Beach,Beach activity in Galle suitable for family travelers.,6.10456,80.160143,09:00-18:00,Low,Family,2
ACT_00579,Vavuniya Tea Tasting 0579,Vavuniya,Food,Food activity in Vavuniya suitable for couple travelers.,8.803652,80.569395,10:00-22:00,Low,Couple,3
ACT_00580,Hambantota Bird Sanctuary Visit 0580,Hambantota,Wildlife,Wildlife activity in Hambantota suitable for adventure travelers.,6.073475,81.074295,05:30-20:00,Low,Adventure,5
ACT_00581,Puttalam Forest Trail 0581,Puttalam,Nature,Nature activity in Puttalam suitable for family travelers.,8.020115,79.812907,10:00-22:00,Medium,Family,6
ACT_00582,Ella Snorkeling 0582,Ella,Beach,Beach activity in Ella suitable for group travelers.,6.846268,80.973052,09:00-18:00,Low,Group,5
ACT_00583,Batticaloa Hindu Temple Visit 0583,Batticaloa,Religious,Religious activity in Batticaloa suitable for senior travelers.,7.691263,81.657474,08:00-17:00,Medium,Senior,1
ACT_00584,Ampara Meditation Session 0584,Ampara,Wellness,Wellness activity in Ampara suitable for couple travelers.,7.290019,81.61403,09:00-18:00,Medium,Couple,2
ACT_00585,Kurunegala Spice Garden Visit 0585,Kurunegala,Food,Food activity in Kurunegala suitable for kids travelers.,7.419484,80.400678,06:00-18:00,Medium,Kids,1
ACT_00586,Badulla Museum Tour 0586,Badulla,Culture,Culture activity in Badulla suitable for solo travelers.,6.923218,81.004705,06:00-18:00,High,Solo,4
ACT_00587,Nuwara Eliya Yoga Morning 0587,Nuwara Eliya,Wellness,Wellness activity in Nuwara Eliya suitable for couple travelers.,6.926823,80.730742,10:00-22:00,High,Couple,5
ACT_00588,Puttalam Bird Sanctuary Visit 0588,Puttalam,Wildlife,Wildlife activity in Puttalam suitable for couple travelers.,8.030675,79.750573,24 Hours,Low,Couple,3
ACT_00589,Ella Whale Watching 0589,Ella,Wildlife,Wildlife activity in Ella suitable for couple travelers.,6.799183,81.119635,06:00-18:00,Low,Couple,2
ACT_00590,Puttalam Bird Sanctuary Visit 0590,Puttalam,Wildlife,Wildlife activity in Puttalam suitable for kids travelers.,8.045143,79.875115,05:30-20:00,Low,Kids,4
ACT_00591,Ratnapura Museum Tour 0591,Ratnapura,Culture,Culture activity in Ratnapura suitable for couple travelers.,6.700051,80.426664,09:00-18:00,High,Couple,4
ACT_00592,Ella Pilgrimage Walk 0592,Ella,Religious,Religious activity in Ella suitable for solo travelers.,6.879485,81.022849,10:00-22:00,Medium,Solo,5
ACT_00593,Ampara Waterfall Visit 0593,Ampara,Nature,Nature activity in Ampara suitable for group travelers.,7.269623,81.631833,06:00-18:00,Medium,Group,6
ACT_00594,Trincomalee Seafood Experience 0594,Trincomalee,Food,Food activity in Trincomalee suitable for senior travelers.,8.63676,81.176788,09:00-18:00,High,Senior,5
ACT_00595,Kurunegala Hindu Temple Visit 0595,Kurunegala,Religious,Religious activity in Kurunegala suitable for kids travelers.,7.440952,80.352297,09:00-18:00,High,Kids,5
ACT_00596,Mullaitivu Tea Tasting 0596,Mullaitivu,Food,Food activity in Mullaitivu suitable for family travelers.,9.312749,80.79033,24 Hours,High,Family,1
ACT_00597,Jaffna Hiking 0597,Jaffna,Adventure,Adventure activity in Jaffna suitable for kids travelers.,9.697664,80.008592,08:00-17:00,Medium,Kids,4
ACT_00598,Jaffna Cooking Class 0598,Jaffna,Food,Food activity in Jaffna suitable for group travelers.,9.739477,79.990295,08:00-17:00,Medium,Group,3
ACT_00599,Trincomalee Heritage Walk 0599,Trincomalee,Culture,Culture activity in Trincomalee suitable for senior travelers.,8.558053,81.222042,05:30-20:00,Medium,Senior,1
ACT_00600,Kalutara Cooking Class 0600,Kalutara,Food,Food activity in Kalutara suitable for group travelers.,6.524208,80.035382,08:00-17:00,Low,Group,6
ACT_00601,Puttalam Ayurveda Session 0601,Puttalam,Wellness,Wellness activity in Puttalam suitable for senior travelers.,8.11236,79.82975,08:00-17:00,High,Senior,3
ACT_00602,Kandy Heritage Walk 0602,Kandy,Culture,Culture activity in Kandy suitable for couple travelers.,7.278647,80.672912,10:00-22:00,Low,Couple,5
ACT_00603,Matale Heritage Walk 0603,Matale,Culture,Culture activity in Matale suitable for family travelers.,7.532204,80.650435,09:00-18:00,High,Family,3
ACT_00604,Colombo Cooking Class 0604,Colombo,Food,Food activity in Colombo suitable for group travelers.,6.866769,79.928642,24 Hours,Low,Group,4
ACT_00605,Vavuniya Bird Watching 0605,Vavuniya,Nature,Nature activity in Vavuniya suitable for solo travelers.,8.752955,80.525867,08:00-17:00,Medium,Solo,1
ACT_00606,Colombo Temple Visit 0606,Colombo,Culture,Culture activity in Colombo suitable for couple travelers.,6.861536,79.825499,05:30-20:00,High,Couple,1
ACT_00607,Badulla Wellness Retreat 0607,Badulla,Wellness,Wellness activity in Badulla suitable for group travelers.,7.027831,81.051565,06:00-18:00,High,Group,1
ACT_00608,Colombo Museum Tour 0608,Colombo,Culture,Culture activity in Colombo suitable for couple travelers.,6.868045,79.816681,09:00-18:00,High,Couple,2
ACT_00609,Kurunegala Church Heritage Visit 0609,Kurunegala,Religious,Religious activity in Kurunegala suitable for couple travelers.,7.406555,80.289272,24 Hours,Low,Couple,3
ACT_00610,Batticaloa Heritage Walk 0610,Batticaloa,Culture,Culture activity in Batticaloa suitable for senior travelers.,7.715538,81.616536,08:00-17:00,High,Senior,3
ACT_00611,Ampara Street Food Tour 0611,Ampara,Food,Food activity in Ampara suitable for family travelers.,7.371162,81.650772,06:00-18:00,Medium,Family,3
ACT_00612,Ampara Waterfall Visit 0612,Ampara,Nature,Nature activity in Ampara suitable for senior travelers.,7.359979,81.66996,08:00-17:00,Low,Senior,4
ACT_00613,Trincomalee Snorkeling 0613,Trincomalee,Beach,Beach activity in Trincomalee suitable for kids travelers.,8.635611,81.19731,24 Hours,Medium,Kids,2
ACT_00614,Negombo Museum Tour 0614,Negombo,Culture,Culture activity in Negombo suitable for solo travelers.,7.224468,79.82922,10:00-22:00,High,Solo,5
