route_code,route_name,road_segment,gradient,terrain,road_surface,elevation,friction,road_width,hazard_type,risk_factor,season,historical_occurrence_count,severity_level,risk_level,road_data_available,match_type,source_repaired
E01,E01 Southern Expressway (KM 125-130),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Reverse Curve,May-Jul / Oct-Dec,66,High,High,0,no-road-data,1
E01,E01 Southern Expressway (KM 130-135),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Coastal Inundation,May-Jul (Monsoon),2,Low,Low,0,no-road-data,0
E01,E01 Southern Expressway (KM 135-140),No Road Data Available,,Unknown,Unknown,,,Unknown,Aquaplaning,Normal Curve,May-Jul / Oct-Dec,54,High,High,0,no-road-data,1
E01,E01 Southern Expressway (KM 140-145),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Interchange Traffic,Year-round,44,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 1-3),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,45,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 3-5),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,110,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 5-7),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,34,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 7-9),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,135,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 9-11),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,150,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 11-13),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Poor Lighting,Year-round,55,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 13-15),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,125,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 15-17),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Jan,8,Low,Low,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 17-19),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,60,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 19-21),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,42,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 21-23),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,115,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 23-25),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,80,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 25-27),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,39,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 27-29),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,140,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 29-31),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,48,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 31-33),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,105,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 33-35),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Poor Drainage,Oct-Jan,5,Low,Low,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 35-37),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,33,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 37-39),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,72,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 39-41),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,122,High,High,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 41-43),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,41,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 43-45),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,68,Medium,Medium,0,no-road-data,0
B35,B35 Buttala-Kataragama (KM 45-47),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Mixed Traffic,Year-round,37,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 176+100),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Complex Intersection,Year-round,62,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 176+700),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Highway Geometry,Year-round,58,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 177+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,65,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 298+400),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Driver Fatigue,Year-round,70,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 299+100),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,82,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 300+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,95,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 301+100),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,64,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 303+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,88,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 305+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Geometric Flaw,Year-round,72,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 307+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,69,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 308+100),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,75,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 309+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Cross Traffic,Year-round,67,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 312+200),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Geometric Flaw,Year-round,80,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 314+100),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Geometric Flaw,Year-round,76,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 315+500),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,61,Medium,Medium,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 318+200),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Pedestrian Activity,Year-round,84,High,High,0,no-road-data,0
A9,A9 Kandy-Jaffna (KM 320+000),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,92,High,High,0,no-road-data,0
A1,A1 Colombo-Kandy (KM 34-36),A1 Colombo-Kandy Segment 34,4.0,Hilly,Aspalt - Fair,450.0,0.59,Medium,Accident Blackspot,Urban Traffic,Year-round,115,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 36-38),A1 Colombo-Kandy Segment 36,6.0,Hilly,Aspalt - Good,430.0,0.68,Medium,Accident Blackspot,Pedestrian Activity,Year-round,98,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 38-40),A1 Colombo-Kandy Segment 38,4.0,Hilly,Aspalt - Good,400.0,0.7,Wide,Accident Blackspot,Complex Junction,Year-round,105,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 40-42),A1 Colombo-Kandy Segment 40,2.0,Hilly,Aspalt - Fair,370.0,0.61,Wide,Accident Blackspot,Mixed Traffic,Year-round,76,Medium,Medium,1,exact,0
A1,A1 Colombo-Kandy (KM 42-44),A1 Colombo-Kandy Segment 42,4.0,Hilly,Aspalt - Good,350.0,0.72,Medium,Accident Blackspot,Unregulated Access,Year-round,92,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 44-46),A1 Colombo-Kandy Segment 44,4.0,Hilly,Aspalt - Good,320.0,0.69,Wide,Accident Blackspot,Speeding,Year-round,85,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 46-48),A1 Colombo-Kandy Segment 46,2.0,Hilly,Aspalt - Fair,290.0,0.62,Wide,Accident Blackspot,Complex Junction,Year-round,95,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 48-50),A1 Colombo-Kandy Segment 48,2.0,Hilly,Aspalt - Good,260.0,0.75,Wide,Accident Blackspot,Mixed Traffic,Year-round,72,Medium,Medium,1,exact,0
A1,A1 Colombo-Kandy (KM 50-52),A1 Colombo-Kandy Segment 50,1.0,Flat,Aspalt - Good,240.0,0.76,Wide,Accident Blackspot,Speeding,Year-round,88,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 52-54),A1 Colombo-Kandy Segment 52,1.0,Flat,Aspalt - Fair,225.0,0.64,Wide,Accident Blackspot,Severe Congestion,Year-round,110,High,High,1,exact,0
A1,A1 Colombo-Kandy (KM 54-56),A1 Colombo-Kandy Segment 54,3.0,Hilly,Concrete,230.0,0.78,Wide,Accident Blackspot,Mixed Traffic,Year-round,80,Medium,Medium,1,exact,0
A1,A1 Colombo-Kandy (Kiribathgoda),Route Aggregate Profile,4.0,Hilly,Aspalt - Good,412.5,0.7,Wide,Accident Blackspot,Severe Congestion,Year-round,180,High,High,1,route-level,0
A4,A4 Ratnapura (KM 64-66),A4 Colombo-Batticaloa Segment 64,2.0,Coastal,Aspalt - Good,8.0,0.76,Wide,Earthslip,Soil Saturation,May-Jul (Monsoon),12,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 66-68),A4 Colombo-Batticaloa Segment 66,2.0,Flat,Concrete,15.0,0.79,Wide,Landslide,Steep Gradient,May-Jul (Monsoon),18,High,High,1,exact,0
A4,A4 Ratnapura (KM 68-70),A4 Colombo-Batticaloa Segment 68,3.0,Flat,Aspalt - Fair,22.0,0.62,Medium,Accident Blackspot,Sharp Bend,Year-round,45,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 70-72),A4 Colombo-Batticaloa Segment 70,2.0,Flat,Concrete,32.0,0.78,Wide,Earthslip,Poor Drainage,May-Jul (Monsoon),22,High,High,1,exact,0
A4,A4 Ratnapura (KM 72-74),A4 Colombo-Batticaloa Segment 72,5.0,Hilly,Aspalt - Fair,45.0,0.58,Medium,Rock Fall,Colluvium Soil,May-Jul (Monsoon),9,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 74-76),A4 Colombo-Batticaloa Segment 74,6.0,Hilly,Concrete,65.0,0.79,Narrow,Accident Blackspot,High Speed,Year-round,51,High,High,1,exact,0
A4,A4 Ratnapura (KM 76-78),A4 Colombo-Batticaloa Segment 76,4.0,Hilly,Aspalt - Good,85.0,0.7,Wide,Landslide,Saturated Slope,May-Jul (Monsoon),15,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 78-80),A4 Colombo-Batticaloa Segment 78,2.0,Hilly,Aspalt - Good,105.0,0.74,Wide,Earthslip,Unstable Topsoil,May-Jul (Monsoon),25,High,High,1,exact,0
A4,A4 Ratnapura (KM 80-82),A4 Colombo-Batticaloa Segment 80,5.0,Hilly,Aspalt - Good,130.0,0.68,Medium,Flash Flood,Poor Drainage,May-Jul (Monsoon),8,Low,Low,1,exact,0
A4,A4 Ratnapura (KM 82-84),A4 Colombo-Batticaloa Segment 82,5.0,Hilly,Aspalt - Fair,170.0,0.58,Medium,Accident Blackspot,Wet Surface,May-Jul (Monsoon),38,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 84-86),A4 Colombo-Batticaloa Segment 84,5.0,Hilly,Aspalt - Fair,210.0,0.57,Medium,Landslide,Historical Failure,May-Jul (Monsoon),33,High,High,1,exact,0
A4,A4 Ratnapura (KM 86-88),A4 Colombo-Batticaloa Segment 86,3.0,Hilly,Concrete,250.0,0.77,Wide,Rock Fall,Weathered Rock,May-Jul (Monsoon),14,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 88-90),A4 Colombo-Batticaloa Segment 88,5.0,Hilly,Aspalt - Good,280.0,0.68,Medium,Earthslip,Deforestation,May-Jul (Monsoon),27,High,High,1,exact,0
A4,A4 Ratnapura (KM 90-92),A4 Colombo-Batticaloa Segment 90,7.0,Hilly,Aspalt - Fair,310.0,0.56,Medium,Accident Blackspot,Steep Gradient,Year-round,62,High,High,1,exact,0
A4,A4 Ratnapura (KM 92-94),A4 Colombo-Batticaloa Segment 92,5.0,Hilly,Concrete,335.0,0.78,Wide,Landslide,Slope Erosion,May-Jul (Monsoon),21,High,High,1,exact,0
A4,A4 Ratnapura (KM 94-96),A4 Colombo-Batticaloa Segment 94,3.0,Hilly,Aspalt - Good,355.0,0.71,Wide,Heavy Mist,High Altitude,May-Jul (Monsoon),40,Low,Low,1,exact,0
A4,A4 Ratnapura (KM 96-98),A4 Colombo-Batticaloa Segment 96,5.0,Hilly,Aspalt - Fair,375.0,0.59,Medium,Earthslip,Residual Soil,May-Jul (Monsoon),11,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 98-100),A4 Colombo-Batticaloa Segment 98,3.0,Hilly,Concrete,390.0,0.76,Wide,Accident Blackspot,Sharp Bend,Year-round,47,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 100-102),A4 Colombo-Batticaloa Segment 100,1.0,Hilly,Aspalt - Good,400.0,0.72,Wide,Landslide,Soil Saturation,May-Jul (Monsoon),19,High,High,1,exact,0
A4,A4 Ratnapura (KM 102-104),A4 Colombo-Batticaloa Segment 102,1.0,Flat,Aspalt - Good,410.0,0.73,Wide,Flash Flood,River Overflow,May-Jul (Monsoon),16,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 104-106),A4 Colombo-Batticaloa Segment 104,1.0,Flat,Aspalt - Good,420.0,0.74,Wide,Accident Blackspot,Complex Intersection,Year-round,73,High,High,1,exact,0
A4,A4 Ratnapura (KM 106-108),A4 Colombo-Batticaloa Segment 106,1.0,Flat,Aspalt - Good,430.0,0.75,Wide,Earthslip,Steep Gradient,May-Jul (Monsoon),28,High,High,1,exact,0
A4,A4 Ratnapura (KM 108-110),A4 Colombo-Batticaloa Segment 108,1.0,Flat,Aspalt - Good,440.0,0.76,Wide,Rock Fall,Exposed Bedrock,May-Jul (Monsoon),15,High,High,1,exact,0
A4,A4 Ratnapura (KM 110-112),A4 Colombo-Batticaloa Segment 110,1.0,Flat,Aspalt - Good,450.0,0.75,Wide,Landslide,Poor Drainage,May-Jul (Monsoon),13,Medium,Medium,1,exact,0
A4,A4 Ratnapura (KM 112-114),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Accident Blackspot,High Speed,Year-round,55,Medium,Medium,1,route-level,0
A4,A4 Ratnapura (KM 114-116),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Earthslip,Saturated Slope,May-Jul (Monsoon),24,High,High,1,route-level,0
A4,A4 Ratnapura (KM 116-118),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Heavy Mist,Poor Visibility,May-Jul (Monsoon),65,Medium,Medium,1,route-level,0
A4,A4 Ratnapura (KM 118-120),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Accident Blackspot,Sharp Bend,Year-round,68,High,High,1,route-level,0
A4,A4 Ratnapura (KM 120-122),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Landslide,Colluvium Soil,May-Jul (Monsoon),31,High,High,1,route-level,0
A4,A4 Ratnapura (KM 122-124),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Earthslip,Unstable Topsoil,May-Jul (Monsoon),17,Medium,Medium,1,route-level,0
A4,A4 Ratnapura (KM 124-126),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Flash Flood,Poor Drainage,May-Jul (Monsoon),9,Low,Low,1,route-level,0
A4,A4 Ratnapura (KM 126-128),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Accident Blackspot,Wet Surface,May-Jul (Monsoon),42,Medium,Medium,1,route-level,0
A4,A4 Ratnapura (KM 128-130),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Rock Fall,Hanging Boulders,May-Jul (Monsoon),22,High,High,1,route-level,0
A4,A4 Ratnapura (KM 130-132),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Landslide,Historical Failure,May-Jul (Monsoon),36,High,High,1,route-level,0
A4,A4 Ratnapura (KM 132-134),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Earthslip,Soil Saturation,May-Jul (Monsoon),26,High,High,1,route-level,0
A4,A4 Ratnapura (KM 134-136),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Accident Blackspot,Steep Gradient,Year-round,59,High,High,1,route-level,0
A4,A4 Ratnapura (KM 136-138),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Heavy Mist,High Altitude,May-Jul (Monsoon),88,High,High,1,route-level,0
A4,A4 Ratnapura (KM 138-140),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Landslide,Slope Failure,May-Jul (Monsoon),15,Medium,Medium,1,route-level,0
A4,A4 Ratnapura (KM 140-142),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Earthslip,Deforestation,May-Jul (Monsoon),12,Medium,Medium,1,route-level,0
A4,A4 Ratnapura (KM 142-144),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Accident Blackspot,Sharp Bend,Year-round,71,High,High,1,route-level,0
A4,A4 Ratnapura (KM 144-146),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Rock Fall,Weathered Rock,May-Jul (Monsoon),8,Low,Low,1,route-level,0
A4,A4 Ratnapura (KM 146-148),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Landslide,Saturated Soil,May-Jul (Monsoon),20,High,High,1,route-level,0
A4,A4 Ratnapura (KM 148-150),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Earthslip,Colluvium Soil,May-Jul (Monsoon),29,High,High,1,route-level,0
A4,A4 Ratnapura (KM 150-152),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Flash Flood,Seasonal Streams,May-Jul (Monsoon),6,Low,Low,1,route-level,0
A4,A4 Ratnapura (KM 152-154),Route Aggregate Profile,3.0,Hilly,Aspalt - Good,150.0,0.715,Wide,Landslide,Potential Failure,May-Jul (Monsoon),34,High,High,1,route-level,0
A1,A1 Kegalle (KM 56-58),A1 Colombo-Kandy Segment 56,5.0,Hilly,Aspalt - Fair,255.0,0.59,Medium,Landslide,Soil Saturation,May-Jul (Monsoon),19,High,High,1,exact,0
A1,A1 Kegalle (KM 58-60),A1 Colombo-Kandy Segment 58,4.0,Hilly,Concrete,285.0,0.79,Medium,Accident Blackspot,Mixed Traffic,Year-round,82,High,High,1,exact,0
A1,A1 Kegalle (KM 60-62),A1 Colombo-Kandy Segment 60,7.0,Hilly,Aspalt - Good,320.0,0.67,Medium,Earthslip,Residual Soil,May-Jul (Monsoon),14,Medium,Medium,1,exact,0
A1,A1 Kegalle (KM 62-64),A1 Colombo-Kandy Segment 62,5.0,Hilly,Aspalt - Good,360.0,0.7,Wide,Accident Blackspot,Sharp Bend,Year-round,65,High,High,1,exact,0
A1,A1 Kegalle (KM 64-66),A1 Colombo-Kandy Segment 64,6.0,Hilly,Aspalt - Good,405.0,0.69,Wide,Landslide,Slope Erosion,May-Jul (Monsoon),12,Medium,Medium,1,exact,0
A1,A1 Kegalle (KM 66-68),A1 Colombo-Kandy Segment 66,5.0,Hilly,Aspalt - Good,450.0,0.71,Medium,Accident Blackspot,High Speed,Year-round,77,High,High,1,exact,0
A1,A1 Kegalle (KM 68-70),A1 Colombo-Kandy Segment 68,8.0,Mountainous,Concrete,495.0,0.77,Narrow,Earthslip,Unstable Topsoil,May-Jul (Monsoon),22,High,High,1,exact,0
A1,A1 Kegalle (KM 70-72),A1 Colombo-Kandy Segment 70,6.0,Mountainous,Aspalt - Fair,530.0,0.55,Medium,Accident Blackspot,Pedestrian Activity,Year-round,54,Medium,Medium,1,exact,0
A1,A1 Kegalle (KM 72-74),A1 Colombo-Kandy Segment 72,6.0,Mountainous,Aspalt - Fair,565.0,0.56,Medium,Landslide,Steep Gradient,May-Jul (Monsoon),26,High,High,1,exact,0
A1,A1 Kegalle (KM 74-76),A1 Colombo-Kandy Segment 74,8.0,Mountainous,Aspalt - Fair,595.0,0.54,Narrow,Accident Blackspot,Severe Congestion,Year-round,95,High,High,1,exact,0
A1,A1 Kegalle (KM 76-78),A1 Colombo-Kandy Segment 76,7.0,Mountainous,Concrete,620.0,0.79,Narrow,Earthslip,Poor Drainage,May-Jul (Monsoon),15,Medium,Medium,1,exact,0
A1,A1 Kegalle (KM 78-80),A1 Colombo-Kandy Segment 78,5.0,Hilly,Aspalt - Good,630.0,0.68,Medium,Accident Blackspot,Complex Junction,Year-round,88,High,High,1,exact,0
A1,A1 Kegalle (KM 80-82),A1 Colombo-Kandy Segment 80,3.0,Hilly,Aspalt - Good,640.0,0.69,Wide,Landslide,Historical Failure,May-Jul (Monsoon),31,High,High,1,exact,0
A1,A1 Kegalle (KM 82-84),A1 Colombo-Kandy Segment 82,5.0,Hilly,Concrete,620.0,0.78,Medium,Accident Blackspot,Wet Surface,May-Jul (Monsoon),49,Medium,Medium,1,exact,0
A1,A1 Kegalle (KM 84-86),A1 Colombo-Kandy Segment 84,3.0,Hilly,Aspalt - Fair,600.0,0.59,Wide,Earthslip,Saturated Slope,May-Jul (Monsoon),25,High,High,1,exact,0
A1,A1 Kegalle (KM 86-88),A1 Colombo-Kandy Segment 86,3.0,Hilly,Concrete,585.0,0.76,Wide,Flash Flood,Poor Drainage,May-Jul (Monsoon),7,Low,Low,1,exact,0
A1,A1 Kegalle (KM 88-90),A1 Colombo-Kandy Segment 88,3.0,Hilly,Aspalt - Good,570.0,0.69,Medium,Accident Blackspot,High Speed,Year-round,85,High,High,1,exact,0
A1,A1 Kegalle (KM 90-92),A1 Colombo-Kandy Segment 90,1.0,Hilly,Aspalt - Good,550.0,0.72,Wide,Landslide,Deforestation,May-Jul (Monsoon),16,Medium,Medium,1,exact,0
A1,A1 Kegalle (KM 92-94),A1 Colombo-Kandy Segment 92,3.0,Hilly,Aspalt - Good,530.0,0.73,Wide,Accident Blackspot,Sharp Bend,Year-round,72,High,High,1,exact,0
A1,A1 Kegalle (KM 94-96),A1 Colombo-Kandy Segment 94,1.0,Hilly,Aspalt - Fair,510.0,0.62,Wide,Earthslip,Colluvium Soil,May-Jul (Monsoon),13,Medium,Medium,1,exact,0
A6,A6 Habarana (KM 90-92),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,85,High,High,0,no-road-data,0
A6,A6 Habarana (KM 92-94),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),115,High,High,0,no-road-data,0
A6,A6 Habarana (KM 94-96),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,High Speed,Year-round,44,Medium,Medium,0,no-road-data,0
A6,A6 Habarana (KM 96-98),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,130,High,High,0,no-road-data,0
A6,A6 Habarana (KM 98-100),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,65,Medium,Medium,0,no-road-data,0
A6,A6 Habarana (KM 100-102),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Night Traffic,Year-round,58,High,High,0,no-road-data,0
A6,A6 Habarana (KM 102-104),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,105,High,High,0,no-road-data,0
A6,A6 Habarana (KM 104-106),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,125,High,High,0,no-road-data,0
A6,A6 Habarana (KM 106-108),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Unpaved Edges,Year-round,39,Medium,Medium,0,no-road-data,0
A6,A6 Habarana (KM 108-110),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Water Sources,Jul-Sep (Dry Season),140,High,High,0,no-road-data,0
A6,A6 Habarana (KM 110-112),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Reserve Border,Year-round,72,Medium,Medium,0,no-road-data,0
A6,A6 Habarana (KM 112-114),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Speeding,Year-round,66,High,High,0,no-road-data,0
A6,A6 Habarana (KM 114-116),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,110,High,High,0,no-road-data,0
A6,A6 Habarana (KM 116-118),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Aggressive Behavior,Year-round,80,Medium,Medium,0,no-road-data,0
A6,A6 Habarana (KM 118-120),No Road Data Available,,Unknown,Unknown,,,Unknown,Flash Flood,Seasonal Streams,Oct-Jan,8,Low,Low,0,no-road-data,0
A6,A6 Habarana (KM 120-122),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,135,High,High,0,no-road-data,0
A6,A6 Habarana (KM 122-124),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Proximity to Park,Year-round,95,High,High,0,no-road-data,0
A6,A6 Habarana (KM 124-126),No Road Data Available,,Unknown,Unknown,,,Unknown,Accident Blackspot,Straight Road,Year-round,48,Medium,Medium,0,no-road-data,0
A6,A6 Habarana (KM 126-128),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Highway Blockage,Year-round,122,High,High,0,no-road-data,0
A6,A6 Habarana (KM 128-130),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,68,Medium,Medium,0,no-road-data,0
A11,A11 Polonnaruwa (KM 0-2),No Road Data Available,,Unknown,Unknown,,,Unknown,Elephant Crossing,Wildlife Corridor,Year-round,105,High,High,0,no-road-data,0
